nanosecs,vx,vy,vz,timestamp,time
1697720237583143355,"('vx', -0.0122226)","('vy', 0.192206)","('vz', -0.0575138)",1697720237552121,372.136
1697720237758558882,"('vx', -0.0261953)","('vy', 0.18688)","('vz', -0.0580593)",1697720237728220,372.312
1697720237948407201,"('vx', -0.0361097)","('vy', 0.180442)","('vz', -0.0594298)",1697720237918285,372.502
1697720238147721900,"('vx', -0.0483963)","('vy', 0.170514)","('vz', -0.0617735)",1697720238116932,372.701
1697720238346695669,"('vx', -0.0494033)","('vy', 0.168324)","('vz', -0.0595907)",1697720238315775,372.9
1697720238529025190,"('vx', -0.065829)","('vy', 0.173861)","('vz', -0.0568052)",1697720238495886,373.08
1697720238725632590,"('vx', -0.0706984)","('vy', 0.16148)","('vz', -0.0567528)",1697720238694434,373.279
1697720238924818309,"('vx', -0.0806954)","('vy', 0.151843)","('vz', -0.0573827)",1697720238893572,373.478
1697720239102362063,"('vx', -0.0827097)","('vy', 0.146915)","('vz', -0.056603)",1697720239070811,373.655
1697720239302078469,"('vx', -0.091048)","('vy', 0.146163)","('vz', -0.0575997)",1697720239271154,373.855
1697720239494427927,"('vx', -0.0994996)","('vy', 0.136634)","('vz', -0.0548742)",1697720239463636,374.047
1697720239691585844,"('vx', -0.105579)","('vy', 0.134958)","('vz', -0.0527351)",1697720239660707,374.244
1697720239892717894,"('vx', -0.087756)","('vy', 0.148295)","('vz', -0.0440136)",1697720239862361,374.446
1697720240083417221,"('vx', -0.0750147)","('vy', 0.165516)","('vz', -0.0427078)",1697720240052225,374.636
1697720240286178360,"('vx', -0.0364553)","('vy', 0.192905)","('vz', -0.039505)",1697720240255208,374.839
1697720240461464262,"('vx', -0.01755)","('vy', 0.213055)","('vz', -0.0372438)",1697720240430074,375.014
1697720240660103219,"('vx', 0.00323403)","('vy', 0.21655)","('vz', -0.0374216)",1697720240629386,375.213
1697720240848254343,"('vx', 0.0143659)","('vy', 0.22649)","('vz', -0.0382327)",1697720240817977,375.402
1697720241047900292,"('vx', -0.00990674)","('vy', 0.20333)","('vz', -0.0398525)",1697720241016108,375.6
1697720241440546035,"('vx', -0.014907)","('vy', 0.201242)","('vz', -0.0279155)",1697720241409458,375.993
1697720241643553487,"('vx', -0.00814664)","('vy', 0.216267)","('vz', -0.0345048)",1697720241611967,376.196
1697720241838681497,"('vx', 0.0189974)","('vy', 0.242848)","('vz', -0.0368008)",1697720241808116,376.392
1697720242044543432,"('vx', 0.0429063)","('vy', 0.255321)","('vz', -0.0343938)",1697720242013408,376.597
1697720242243187669,"('vx', 0.0519417)","('vy', 0.233535)","('vz', -0.0299381)",1697720242212941,376.797
1697720242421437254,"('vx', 0.0545393)","('vy', 0.230485)","('vz', -0.0298068)",1697720242389377,376.973
1697720242596569026,"('vx', 0.0544858)","('vy', 0.245998)","('vz', -0.0256784)",1697720242565967,377.15
1697720242792887204,"('vx', 0.0738295)","('vy', 0.259062)","('vz', -0.029734)",1697720242760973,377.345
1697720242989782184,"('vx', 0.0703831)","('vy', 0.251684)","('vz', -0.0351846)",1697720242958593,377.543
1697720243178336843,"('vx', 0.0457615)","('vy', 0.234881)","('vz', -0.0338146)",1697720243147951,377.732
1697720243401278610,"('vx', 0.0293289)","('vy', 0.213889)","('vz', -0.0331036)",1697720243370756,377.955
1697720243571724492,"('vx', 0.0274757)","('vy', 0.225855)","('vz', -0.0288719)",1697720243541189,378.125
1697720243772983357,"('vx', 0.0430168)","('vy', 0.236146)","('vz', -0.0349208)",1697720243743046,378.327
1697720243974616091,"('vx', 0.0785347)","('vy', 0.265026)","('vz', -0.0441584)",1697720243943350,378.527
1697720244169891800,"('vx', 0.0982631)","('vy', 0.28292)","('vz', -0.0450185)",1697720244138446,378.722
1697720244376125445,"('vx', 0.0993407)","('vy', 0.288081)","('vz', -0.0422603)",1697720244345404,378.929
1697720244546015749,"('vx', 0.104418)","('vy', 0.267074)","('vz', -0.0402671)",1697720244515821,379.099
1697720244750497840,"('vx', 0.104783)","('vy', 0.278201)","('vz', -0.0465039)",1697720244719469,379.303
1697720244947558719,"('vx', 0.124274)","('vy', 0.294604)","('vz', -0.0508858)",1697720244916503,379.5
1697720245141722638,"('vx', 0.129774)","('vy', 0.288486)","('vz', -0.0570879)",1697720245109863,379.693
1697720245324088759,"('vx', 0.109011)","('vy', 0.282972)","('vz', -0.0572184)",1697720245294082,379.877
1697720245527065645,"('vx', 0.103379)","('vy', 0.271137)","('vz', -0.0533359)",1697720245495989,380.079
1697720245706577455,"('vx', 0.0884809)","('vy', 0.262739)","('vz', -0.0530972)",1697720245676811,380.26
1697720245884373728,"('vx', 0.0904372)","('vy', 0.252946)","('vz', -0.0549433)",1697720245852901,380.436
1697720246080762059,"('vx', 0.0897409)","('vy', 0.252517)","('vz', -0.0557679)",1697720246049762,380.633
1697720246280656010,"('vx', 0.0812353)","('vy', 0.248085)","('vz', -0.0603022)",1697720246249484,380.833
1697720246478196012,"('vx', 0.0757279)","('vy', 0.242368)","('vz', -0.0592925)",1697720246447399,381.031
1697720246664124096,"('vx', 0.083874)","('vy', 0.252151)","('vz', -0.0651665)",1697720246633097,381.217
1697720246863262495,"('vx', 0.0839396)","('vy', 0.265916)","('vz', -0.0633099)",1697720246831518,381.415
1697720247048843552,"('vx', 0.102785)","('vy', 0.2752)","('vz', -0.0727151)",1697720247017777,381.601
1697720247242133456,"('vx', 0.112382)","('vy', 0.289808)","('vz', -0.0699545)",1697720247209814,381.793
1697720247435753564,"('vx', 0.114842)","('vy', 0.29311)","('vz', -0.0639903)",1697720247404318,381.988
1697720247628745724,"('vx', 0.137936)","('vy', 0.299606)","('vz', -0.0620351)",1697720247598030,382.182
1697720247807587228,"('vx', 0.128423)","('vy', 0.290197)","('vz', -0.0562626)",1697720247777251,382.361
1697720248010553194,"('vx', 0.132553)","('vy', 0.30738)","('vz', -0.0535005)",1697720247980654,382.564
1697720248221092601,"('vx', 0.123272)","('vy', 0.292681)","('vz', -0.0571974)",1697720248190416,382.774
1697720248386315644,"('vx', 0.128161)","('vy', 0.293499)","('vz', -0.0554973)",1697720248355349,382.939
1697720248580227486,"('vx', 0.131609)","('vy', 0.30026)","('vz', -0.0538673)",1697720248548529,383.132
1697720248772631074,"('vx', 0.126903)","('vy', 0.286777)","('vz', -0.0541467)",1697720248741102,383.325
1697720248966971338,"('vx', 0.136572)","('vy', 0.291025)","('vz', -0.0536223)",1697720248937140,383.521
1697720249162026563,"('vx', 0.122624)","('vy', 0.295041)","('vz', -0.0484297)",1697720249130790,383.715
1697720249356766091,"('vx', 0.114854)","('vy', 0.297686)","('vz', -0.0477322)",1697720249326322,383.911
1697720249548230440,"('vx', 0.127135)","('vy', 0.290172)","('vz', -0.0527069)",1697720249518065,384.103
1697720249752900427,"('vx', 0.123764)","('vy', 0.300389)","('vz', -0.0538615)",1697720249721853,384.307
1697720249947819965,"('vx', 0.120138)","('vy', 0.297869)","('vz', -0.0559178)",1697720249917027,384.502
1697720250142920987,"('vx', 0.118133)","('vy', 0.289362)","('vz', -0.0561189)",1697720250111077,384.696
1697720250342369573,"('vx', 0.124546)","('vy', 0.29471)","('vz', -0.0617284)",1697720250311555,384.896
1697720250538478649,"('vx', 0.127495)","('vy', 0.292929)","('vz', -0.0592742)",1697720250508513,385.093
1697720250733162355,"('vx', 0.115145)","('vy', 0.289249)","('vz', -0.0573128)",1697720250702612,385.287
1697720250930169939,"('vx', 0.114625)","('vy', 0.293957)","('vz', -0.0589785)",1697720250898982,385.483
1697720251143021484,"('vx', 0.1133)","('vy', 0.292709)","('vz', -0.0643754)",1697720251112242,385.696
1697720251504837220,"('vx', 0.112967)","('vy', 0.298888)","('vz', -0.0701397)",1697720251474779,386.059
1697720251722340799,"('vx', 0.113381)","('vy', 0.294524)","('vz', -0.0681421)",1697720251692590,386.277
1697720251922197020,"('vx', 0.110402)","('vy', 0.294873)","('vz', -0.061919)",1697720251891678,386.476
1697720252125593344,"('vx', 0.101638)","('vy', 0.290973)","('vz', -0.0629362)",1697720252094342,386.679
1697720252304252972,"('vx', 0.104468)","('vy', 0.29333)","('vz', -0.0581023)",1697720252272808,386.857
1697720252495736101,"('vx', 0.118987)","('vy', 0.304152)","('vz', -0.0606732)",1697720252465158,387.049
1697720252690024768,"('vx', 0.108974)","('vy', 0.284156)","('vz', -0.0603108)",1697720252659392,387.243
1697720252887994134,"('vx', 0.0969176)","('vy', 0.28947)","('vz', -0.0627892)",1697720252857203,387.441
1697720253081350960,"('vx', 0.0950604)","('vy', 0.294369)","('vz', -0.0589951)",1697720253050439,387.634
1697720253266712023,"('vx', 0.0803711)","('vy', 0.284694)","('vz', -0.0600604)",1697720253235087,387.819
1697720253463733317,"('vx', 0.0782101)","('vy', 0.275335)","('vz', -0.0601391)",1697720253430776,388.015
1697720253665623191,"('vx', 0.0680815)","('vy', 0.270494)","('vz', -0.0586199)",1697720253635923,388.22
1697720253843173788,"('vx', 0.0798846)","('vy', 0.271202)","('vz', -0.0616701)",1697720253812168,388.396
1697720254041948591,"('vx', 0.0779995)","('vy', 0.279987)","('vz', -0.0613212)",1697720254011996,388.596
1697720254223664791,"('vx', 0.0821562)","('vy', 0.279532)","('vz', -0.0609895)",1697720254192634,388.777
1697720254432325493,"('vx', 0.0874068)","('vy', 0.283992)","('vz', -0.0595555)",1697720254401010,388.985
1697720254609070968,"('vx', 0.0706902)","('vy', 0.271109)","('vz', -0.0551209)",1697720254578442,389.162
1697720254809438819,"('vx', 0.0802152)","('vy', 0.281939)","('vz', -0.0559426)",1697720254778241,389.362
1697720254978838283,"('vx', 0.0925367)","('vy', 0.273945)","('vz', -0.0587135)",1697720254948566,389.532
1697720255203312549,"('vx', 0.0811151)","('vy', 0.278024)","('vz', -0.060221)",1697720255172870,389.756
1697720255366731876,"('vx', 0.0727179)","('vy', 0.2697)","('vz', -0.0535169)",1697720255335639,389.919
1697720255567985561,"('vx', 0.0656971)","('vy', 0.262007)","('vz', -0.0525688)",1697720255538094,390.121
1697720255765592154,"('vx', 0.0619732)","('vy', 0.259056)","('vz', -0.0543687)",1697720255734550,390.317
1697720255961351213,"('vx', 0.0699318)","('vy', 0.264568)","('vz', -0.0575356)",1697720255930963,390.513
1697720256147920960,"('vx', 0.0824191)","('vy', 0.270602)","('vz', -0.056768)",1697720256117065,390.699
1697720256358189711,"('vx', 0.0715945)","('vy', 0.266196)","('vz', -0.0571093)",1697720256328001,390.91
1697720256532454133,"('vx', 0.0711543)","('vy', 0.269126)","('vz', -0.0551459)",1697720256501810,391.084
1697720256729796655,"('vx', 0.0722693)","('vy', 0.27476)","('vz', -0.0569639)",1697720256699274,391.281
1697720256923521158,"('vx', 0.075504)","('vy', 0.277867)","('vz', -0.0581242)",1697720256892505,391.474
1697720257126744574,"('vx', 0.0763531)","('vy', 0.275146)","('vz', -0.0571556)",1697720257095529,391.677
1697720257336280114,"('vx', 0.083541)","('vy', 0.274938)","('vz', -0.0575706)",1697720257304933,391.886
1697720257507385846,"('vx', 0.0800288)","('vy', 0.253769)","('vz', -0.0531296)",1697720257477046,392.058
1697720257707382667,"('vx', 0.0810141)","('vy', 0.21327)","('vz', -0.0543058)",1697720257677167,392.258
1697720257899749097,"('vx', 0.080958)","('vy', 0.176783)","('vz', -0.0596447)",1697720257869316,392.45
1697720258102372288,"('vx', 0.0676006)","('vy', 0.15636)","('vz', -0.0633346)",1697720258071844,392.653
1697720258299564925,"('vx', 0.0716639)","('vy', 0.144548)","('vz', -0.065599)",1697720258268984,392.85
1697720258492458353,"('vx', 0.0689275)","('vy', 0.126627)","('vz', -0.0674942)",1697720258461726,393.043
1697720258688181805,"('vx', 0.0866275)","('vy', 0.100069)","('vz', -0.0509419)",1697720258658342,393.24
1697720258880057359,"('vx', 0.101697)","('vy', 0.0739512)","('vz', -0.0377007)",1697720258849747,393.431
1697720259074599719,"('vx', 0.0911994)","('vy', 0.068923)","('vz', -0.0381491)",1697720259043724,393.625
1697720259269401391,"('vx', 0.0846188)","('vy', 0.0648792)","('vz', -0.0353711)",1697720259238884,393.82
1697720259448603885,"('vx', 0.0826865)","('vy', 0.0521129)","('vz', -0.0323935)",1697720259416778,393.998
1697720259643334523,"('vx', 0.0792336)","('vy', 0.0610556)","('vz', -0.0312426)",1697720259612801,394.194
1697720259826231739,"('vx', 0.083486)","('vy', 0.0639473)","('vz', -0.0261488)",1697720259795138,394.376
1697720260022316535,"('vx', 0.0940873)","('vy', 0.0701965)","('vz', -0.0169143)",1697720259990956,394.572
1697720260221988876,"('vx', 0.0956602)","('vy', 0.0711967)","('vz', -0.0116892)",1697720260191161,394.772
1697720260424213904,"('vx', 0.111432)","('vy', 0.075897)","('vz', -0.00546946)",1697720260392921,394.974
1697720260620185505,"('vx', 0.117912)","('vy', 0.0815949)","('vz', -0.0014782)",1697720260590222,395.171
1697720260813620418,"('vx', 0.126247)","('vy', 0.0773596)","('vz', -0.002426)",1697720260783573,395.364
1697720261001832500,"('vx', 0.137747)","('vy', 0.0846028)","('vz', -0.00256236)",1697720260971138,395.552
1697720261192629532,"('vx', 0.155962)","('vy', 0.084197)","('vz', 0.00165342)",1697720261162349,395.743
1697720261589620253,"('vx', 0.183567)","('vy', 0.111086)","('vz', 0.000376064)",1697720261559384,396.14
1697720261787325311,"('vx', 0.182324)","('vy', 0.104764)","('vz', -0.000549132)",1697720261756480,396.337
1697720261979690950,"('vx', 0.1883)","('vy', 0.107119)","('vz', 0.00292598)",1697720261949329,396.53
1697720262173600234,"('vx', 0.196995)","('vy', 0.117116)","('vz', -0.000417869)",1697720262142283,396.723
1697720262374344073,"('vx', 0.18516)","('vy', 0.107831)","('vz', -0.00654353)",1697720262342743,396.923
1697720262581954979,"('vx', 0.166511)","('vy', 0.0900402)","('vz', -0.011088)",1697720262551459,397.132
1697720262754175328,"('vx', 0.16055)","('vy', 0.0924735)","('vz', -0.0119342)",1697720262721826,397.302
1697720262959618267,"('vx', 0.167347)","('vy', 0.0942739)","('vz', -0.00899872)",1697720262929243,397.509
1697720263128840033,"('vx', 0.170583)","('vy', 0.0937464)","('vz', -0.0109731)",1697720263098062,397.678
1697720263339926090,"('vx', 0.15505)","('vy', 0.0897444)","('vz', -0.0128882)",1697720263309720,397.89
1697720263507142076,"('vx', 0.144221)","('vy', 0.0843982)","('vz', -0.0164147)",1697720263476190,398.056
1697720263709928377,"('vx', 0.137456)","('vy', 0.0781766)","('vz', -0.0162603)",1697720263679825,398.26
1697720263913575932,"('vx', 0.134152)","('vy', 0.0740795)","('vz', -0.0202939)",1697720263882086,398.462
1697720264109518631,"('vx', 0.116866)","('vy', 0.0652444)","('vz', -0.0209257)",1697720264076516,398.656
1697720264285295418,"('vx', 0.109406)","('vy', 0.0644964)","('vz', -0.0217573)",1697720264254099,398.834
1697720264486228965,"('vx', 0.102404)","('vy', 0.0581323)","('vz', -0.0250703)",1697720264455183,399.035
1697720264683789568,"('vx', 0.0821716)","('vy', 0.0453213)","('vz', -0.0214029)",1697720264652630,399.232
1697720264860045757,"('vx', 0.0483817)","('vy', 0.0323704)","('vz', -0.0178124)",1697720264828906,399.408
1697720265056037874,"('vx', 0.0268078)","('vy', 0.0230906)","('vz', -0.0123079)",1697720265024840,399.604
1697720265265170433,"('vx', 0.00963422)","('vy', 0.0153695)","('vz', -0.00763521)",1697720265234222,399.813
1697720265440460838,"('vx', -0.00287032)","('vy', 0.0079773)","('vz', -0.00555881)",1697720265409866,399.989
1697720265639584592,"('vx', -0.0149491)","('vy', 0.00172738)","('vz', -0.00464222)",1697720265608960,400.188
1697720265852544223,"('vx', -0.0295842)","('vy', -0.00609528)","('vz', -0.00330753)",1697720265820957,400.4
1697720266021738560,"('vx', -0.0550009)","('vy', -0.0186635)","('vz', -4.61831e-05)",1697720265991504,400.571
1697720266212994334,"('vx', -0.0798301)","('vy', -0.0337407)","('vz', 0.00442543)",1697720266182358,400.762
1697720266425283693,"('vx', -0.103119)","('vy', -0.0488205)","('vz', 0.00845038)",1697720266394798,400.974
1697720266601887664,"('vx', -0.133574)","('vy', -0.0700128)","('vz', 0.00583472)",1697720266570793,401.15
1697720266786097911,"('vx', -0.164692)","('vy', -0.086163)","('vz', 0.00764004)",1697720266755674,401.335
1697720266982628817,"('vx', -0.207095)","('vy', -0.124186)","('vz', 0.0134181)",1697720266949664,401.529
1697720267178468090,"('vx', -0.204569)","('vy', -0.145783)","('vz', 0.0247857)",1697720267148407,401.728
1697720267380161232,"('vx', -0.158385)","('vy', -0.122676)","('vz', 0.0227294)",1697720267349755,401.929
1697720267559690432,"('vx', -0.126103)","('vy', -0.121639)","('vz', 0.0261472)",1697720267529923,402.109
1697720267763124045,"('vx', -0.0994848)","('vy', -0.0996849)","('vz', 0.0236066)",1697720267732788,402.312
1697720267936068083,"('vx', -0.081825)","('vy', -0.0753971)","('vz', 0.0255137)",1697720267905331,402.485
1697720268141957495,"('vx', -0.0748514)","('vy', -0.0602858)","('vz', 0.0303491)",1697720268110770,402.69
1697720268331177599,"('vx', -0.0670711)","('vy', -0.0648342)","('vz', 0.0303542)",1697720268300558,402.88
1697720268528523846,"('vx', -0.0652502)","('vy', -0.0715349)","('vz', 0.033196)",1697720268498161,403.078
1697720268725545220,"('vx', -0.0649906)","('vy', -0.074372)","('vz', 0.0358058)",1697720268694819,403.275
1697720268922994351,"('vx', -0.0688528)","('vy', -0.0907331)","('vz', 0.0378793)",1697720268892522,403.473
1697720269124014631,"('vx', -0.0663732)","('vy', -0.103935)","('vz', 0.0369195)",1697720269092961,403.673
1697720269303458024,"('vx', -0.0761417)","('vy', -0.114135)","('vz', 0.0348643)",1697720269272963,403.853
1697720269498866741,"('vx', -0.0831059)","('vy', -0.138588)","('vz', 0.0349305)",1697720269468656,404.049
1697720269690712221,"('vx', -0.0879201)","('vy', -0.156915)","('vz', 0.0362091)",1697720269660982,404.241
1697720269890722864,"('vx', -0.08406)","('vy', -0.165215)","('vz', 0.0397035)",1697720269860392,404.44
1697720270090871945,"('vx', -0.0771674)","('vy', -0.165531)","('vz', 0.0400129)",1697720270059977,404.64
1697720270286873785,"('vx', -0.0518965)","('vy', -0.180532)","('vz', 0.0361208)",1697720270256354,404.836
1697720270485289825,"('vx', -0.038606)","('vy', -0.18647)","('vz', 0.0377826)",1697720270454838,405.034
1697720270671822083,"('vx', -0.0256758)","('vy', -0.195481)","('vz', 0.0318157)",1697720270641021,405.22
1697720270874450384,"('vx', -0.0205696)","('vy', -0.196946)","('vz', 0.0290755)",1697720270843425,405.422
1697720271066677141,"('vx', -0.0198549)","('vy', -0.199315)","('vz', 0.0271539)",1697720271035140,405.614
1697720271263219350,"('vx', -0.0281817)","('vy', -0.204189)","('vz', 0.0243042)",1697720271232657,405.812
1697720271643949561,"('vx', -0.0501571)","('vy', -0.154277)","('vz', 0.00455988)",1697720271613086,406.192
1697720271838295633,"('vx', -0.0329301)","('vy', -0.137761)","('vz', -0.0101133)",1697720271807661,406.387
1697720272030580699,"('vx', -0.0596032)","('vy', -0.121779)","('vz', -0.00823211)",1697720271999969,406.579
1697720272228761945,"('vx', -0.0580951)","('vy', -0.112488)","('vz', -0.0073182)",1697720272197924,406.777
1697720272432487132,"('vx', -0.0659166)","('vy', -0.114653)","('vz', -0.00219051)",1697720272401780,406.981
1697720272647516374,"('vx', -0.0612885)","('vy', -0.106356)","('vz', -0.00189333)",1697720272617604,407.197
1697720272822204700,"('vx', -0.0599101)","('vy', -0.121526)","('vz', 0.00224652)",1697720272791926,407.371
1697720273034505541,"('vx', -0.0589302)","('vy', -0.127137)","('vz', 0.00695361)",1697720273001199,407.58
1697720273223330087,"('vx', -0.0582967)","('vy', -0.129983)","('vz', 0.00636225)",1697720273192855,407.772
1697720273426440550,"('vx', -0.0619207)","('vy', -0.121996)","('vz', 0.00902273)",1697720273395937,407.975
1697720273599313406,"('vx', -0.060671)","('vy', -0.119345)","('vz', 0.0119722)",1697720273569620,408.149
1697720273792395325,"('vx', -0.0653396)","('vy', -0.119903)","('vz', 0.0150586)",1697720273761677,408.341
1697720273989666286,"('vx', -0.0607358)","('vy', -0.111852)","('vz', 0.0152142)",1697720273959372,408.539
1697720274186856512,"('vx', -0.0588828)","('vy', -0.109352)","('vz', 0.0169556)",1697720274156177,408.736
1697720274386423295,"('vx', -0.0688998)","('vy', -0.135489)","('vz', 0.0212448)",1697720274355190,408.935
1697720274561821606,"('vx', -0.0752738)","('vy', -0.150879)","('vz', 0.0256063)",1697720274531502,409.111
1697720274765288595,"('vx', -0.0736626)","('vy', -0.157328)","('vz', 0.0276832)",1697720274734037,409.314
1697720274952203048,"('vx', -0.0835659)","('vy', -0.162644)","('vz', 0.0294187)",1697720274921820,409.502
1697720275148862870,"('vx', -0.0907518)","('vy', -0.171309)","('vz', 0.0280136)",1697720275118579,409.699
1697720275349777558,"('vx', -0.101235)","('vy', -0.175102)","('vz', 0.0267201)",1697720275318564,409.899
1697720275554336334,"('vx', -0.10509)","('vy', -0.172183)","('vz', 0.0285551)",1697720275521858,410.102
1697720275744902100,"('vx', -0.108201)","('vy', -0.178245)","('vz', 0.0274136)",1697720275713841,410.294
1697720275944161459,"('vx', -0.11268)","('vy', -0.181804)","('vz', 0.0284484)",1697720275913731,410.494
1697720276126783716,"('vx', -0.114665)","('vy', -0.192745)","('vz', 0.0296964)",1697720276094784,410.675
1697720276323229544,"('vx', -0.115862)","('vy', -0.193454)","('vz', 0.0289658)",1697720276291473,410.872
1697720276520113591,"('vx', -0.117419)","('vy', -0.195935)","('vz', 0.0281378)",1697720276489604,411.07
1697720276708700786,"('vx', -0.11794)","('vy', -0.208856)","('vz', 0.0282086)",1697720276677768,411.258
1697720276891136434,"('vx', -0.128282)","('vy', -0.20625)","('vz', 0.0292957)",1697720276860704,411.441
1697720277086893682,"('vx', -0.126845)","('vy', -0.214082)","('vz', 0.0265621)",1697720277055962,411.636
1697720277289082543,"('vx', -0.120209)","('vy', -0.20919)","('vz', 0.0279235)",1697720277257932,411.838
1697720277484367206,"('vx', -0.133453)","('vy', -0.223809)","('vz', 0.0274177)",1697720277454404,412.034
1697720277685626406,"('vx', -0.126357)","('vy', -0.216896)","('vz', 0.0284852)",1697720277655198,412.235
1697720277872082720,"('vx', -0.127109)","('vy', -0.213504)","('vz', 0.0266031)",1697720277841151,412.421
1697720278071238514,"('vx', -0.140241)","('vy', -0.223607)","('vz', 0.0301426)",1697720278040649,412.62
1697720278270077739,"('vx', -0.140433)","('vy', -0.233706)","('vz', 0.0288676)",1697720278239651,412.819
1697720278467330370,"('vx', -0.127133)","('vy', -0.211081)","('vz', 0.0306183)",1697720278435934,413.015
1697720278638534391,"('vx', -0.110909)","('vy', -0.195878)","('vz', 0.0305035)",1697720278608051,413.187
1697720278859860668,"('vx', -0.103674)","('vy', -0.184889)","('vz', 0.0317906)",1697720278829420,413.408
1697720279028924905,"('vx', -0.08791)","('vy', -0.190626)","('vz', 0.035375)",1697720278997985,413.577
1697720279248459865,"('vx', -0.0740077)","('vy', -0.18638)","('vz', 0.0371723)",1697720279218067,413.797
1697720279436825317,"('vx', -0.0507555)","('vy', -0.177668)","('vz', 0.040748)",1697720279405613,413.985
1697720279622406860,"('vx', -0.0425822)","('vy', -0.168871)","('vz', 0.0428659)",1697720279591915,414.171
1697720279812207782,"('vx', -0.0300079)","('vy', -0.169482)","('vz', 0.0436627)",1697720279780937,414.36
1697720280005744997,"('vx', -0.0183101)","('vy', -0.168681)","('vz', 0.0424543)",1697720279975317,414.554
1697720280200621762,"('vx', -0.0102793)","('vy', -0.173)","('vz', 0.0406743)",1697720280169727,414.748
1697720280400537815,"('vx', -0.0251974)","('vy', -0.193316)","('vz', 0.0295849)",1697720280370281,414.949
1697720280575334354,"('vx', -0.0486668)","('vy', -0.219573)","('vz', 0.0202851)",1697720280544879,415.124
1697720280782128703,"('vx', -0.0673594)","('vy', -0.233675)","('vz', 0.01223)",1697720280751736,415.331
1697720280959612415,"('vx', -0.0752984)","('vy', -0.222258)","('vz', 0.0144293)",1697720280929545,415.509
1697720281161391526,"('vx', -0.0672113)","('vy', -0.221633)","('vz', 0.0172304)",1697720281131152,415.711
1697720281347290853,"('vx', -0.079659)","('vy', -0.220247)","('vz', 0.0208316)",1697720281316919,415.897
1697720281750235195,"('vx', -0.0912592)","('vy', -0.262075)","('vz', 0.0258414)",1697720281719124,416.299
1697720281938422881,"('vx', -0.0946354)","('vy', -0.253707)","('vz', 0.0325093)",1697720281907473,416.487
1697720282130779661,"('vx', -0.11497)","('vy', -0.27233)","('vz', 0.0306173)",1697720282099751,416.679
1697720282329527923,"('vx', -0.119016)","('vy', -0.273874)","('vz', 0.0251006)",1697720282299279,416.879
1697720282525320153,"('vx', -0.110484)","('vy', -0.273027)","('vz', 0.0271409)",1697720282494751,417.074
1697720282722289348,"('vx', -0.122449)","('vy', -0.280657)","('vz', 0.0251856)",1697720282691890,417.271
1697720282917843866,"('vx', -0.125289)","('vy', -0.267702)","('vz', 0.0267956)",1697720282888286,417.467
1697720283121903189,"('vx', -0.125522)","('vy', -0.27503)","('vz', 0.0319158)",1697720283091828,417.671
1697720283319149023,"('vx', -0.132802)","('vy', -0.26718)","('vz', 0.0297695)",1697720283288848,417.868
1697720283511076708,"('vx', -0.131321)","('vy', -0.276926)","('vz', 0.0229986)",1697720283480769,418.06
1697720283707414675,"('vx', -0.129734)","('vy', -0.277705)","('vz', 0.024206)",1697720283677137,418.256
1697720283881056966,"('vx', -0.130179)","('vy', -0.273525)","('vz', 0.024976)",1697720283850721,418.43
1697720284088901633,"('vx', -0.138028)","('vy', -0.280732)","('vz', 0.03681)",1697720284059358,418.639
1697720284264361359,"('vx', -0.143612)","('vy', -0.261902)","('vz', 0.0421648)",1697720284234304,418.814
1697720284464748257,"('vx', -0.125434)","('vy', -0.259617)","('vz', 0.0451496)",1697720284433823,419.014
1697720284665409384,"('vx', -0.101229)","('vy', -0.239207)","('vz', 0.04233)",1697720284635103,419.215
1697720284869604278,"('vx', -0.0861766)","('vy', -0.225138)","('vz', 0.0416911)",1697720284838341,419.418
1697720285038386904,"('vx', -0.0807042)","('vy', -0.215464)","('vz', 0.0375538)",1697720285008038,419.588
1697720285237146638,"('vx', -0.0924681)","('vy', -0.213434)","('vz', 0.0304655)",1697720285206511,419.786
1697720285440294213,"('vx', -0.089281)","('vy', -0.196174)","('vz', 0.0302096)",1697720285409817,419.989
1697720285618765079,"('vx', -0.108214)","('vy', -0.209025)","('vz', 0.0266097)",1697720285587934,420.167
1697720285813694652,"('vx', -0.118001)","('vy', -0.216346)","('vz', 0.0238054)",1697720285783971,420.363
1697720286009163183,"('vx', -0.122298)","('vy', -0.223038)","('vz', 0.0244936)",1697720285978787,420.558
1697720286201157167,"('vx', -0.12388)","('vy', -0.224458)","('vz', 0.0249259)",1697720286170036,420.749
1697720286404097402,"('vx', -0.12632)","('vy', -0.230231)","('vz', 0.0256246)",1697720286371923,420.951
1697720286576118370,"('vx', -0.122213)","('vy', -0.218877)","('vz', 0.0239056)",1697720286545796,421.125
1697720286767559119,"('vx', -0.110569)","('vy', -0.208633)","('vz', 0.0287978)",1697720286736778,421.316
1697720286971960197,"('vx', -0.113387)","('vy', -0.208063)","('vz', 0.0308648)",1697720286941259,421.52
1697720287145510681,"('vx', -0.107188)","('vy', -0.214119)","('vz', 0.0331976)",1697720287115341,421.694
1697720287348008366,"('vx', -0.109024)","('vy', -0.214822)","('vz', 0.0333331)",1697720287317908,421.897
1697720287524104021,"('vx', -0.106434)","('vy', -0.216346)","('vz', 0.0281288)",1697720287493223,422.072
1697720287731437065,"('vx', -0.109068)","('vy', -0.222462)","('vz', 0.0299374)",1697720287699548,422.278
1697720287918303407,"('vx', -0.1056)","('vy', -0.230804)","('vz', 0.0277398)",1697720287887662,422.466
